id,function,field,ref,gen,ref_tokens,gen_tokens,semantic_similarity,bleu,completeness,f1_score,sbc
F018,SearchUserByFirstNameScreen,effect,該当ユーザーがいれば情報が表示され、いなければ『User not Found』が表示される,入力されたファーストネームに一致するユーザーが見つからない場合、ユーザーが見つからなかったことを通知するメッセージが表示される。,該当 ユーザー が いれ ば 情報 が 表示 さ れ 、 い なけれ ば 『 User   not   Found 』 が 表示 さ れる,入力 さ れ た ファースト ネーム に 一致 する ユーザー が 見つから ない 場合 、 ユーザー が 見つから なかっ た こと を 通知 する メッセージ が 表示 さ れる 。,0.8016990423202515,0.11104262965417018,0.3684210526315789,0.3333333333333333,0.646
F018,SearchUserByFirstNameScreen,constraint,完全一致で検索され、部分一致や大文字小文字の違いには対応していない,ファーストネームの入力は最大文字数がMAX_STRING_SIZEに制限されている。,完全 一致 で 検索 さ れ 、 部分 一致 や 大文字 小文字 の 違い に は 対応 し て い ない,ファースト ネーム の 入力 は 最大 文字数 が MAX _ STRING _ SIZE に 制限 さ れ て いる 。,0.6514021158218384,0.02549451959247173,0.3,0.3076923076923077,0.5185
F019,SearchUserByIDScreen,trigger,ユーザーIDによる検索を行う画面が呼び出されたとき,ユーザーがID検索画面でIDの入力を求められる。,ユーザー ID による 検索 を 行う 画面 が 呼び出さ れ た とき,ユーザー が ID 検索 画面 で ID の 入力 を 求め られる 。,0.7055484652519226,0.024316915840399723,0.5,0.5,0.5963
F019,SearchUserByIDScreen,action,IDを入力させてリストから一致するユーザーを検索し、結果を表示する,ユーザーが0から9999の範囲でIDを入力する。,ID を 入力 さ せ て リスト から 一致 する ユーザー を 検索 し 、 結果 を 表示 する,ユーザー が 0 から 9999 の 範囲 で ID を 入力 する 。,0.7649834752082825,0.05763978916769603,0.375,0.41379310344827586,0.6163
F019,SearchUserByIDScreen,effect,該当するユーザーが存在すれば情報が表示され、存在しなければ『User not Found』と表示される,入力されたIDに基づいてユーザー情報が表示されるか、ユーザーが見つからない旨のメッセージが表示される。,該当 する ユーザー が 存在 すれ ば 情報 が 表示 さ れ 、 存在 し なけれ ば 『 User   not   Found 』 と 表示 さ れる,入力 さ れ た ID に 基づい て ユーザー 情報 が 表示 さ れる か 、 ユーザー が 見つから ない 旨 の メッセージ が 表示 さ れる 。,0.8614298105239868,0.14724623770949022,0.36363636363636365,0.37209302325581395,0.6905
F019,SearchUserByIDScreen,constraint,入力IDは 0〜9999 の範囲に限定され、それ以外は再入力が求められる,入力されるIDは0から9999の範囲内でなければならない。,入力 ID は   0 〜 9999   の 範囲 に 限定 さ れ 、 それ 以外 は 再 入力 が 求め られる,入力 さ れる ID は 0 から 9999 の 範囲 内 で なけれ ば なら ない 。,0.6430387496948242,0.02874435319435414,0.4,0.4324324324324324,0.533
F020,DisplayUserListScreen,trigger,登録済みユーザーの一覧を確認したいとき,ユーザーリスト画面を表示する必要があるとき。,登録 済み ユーザー の 一覧 を 確認 し たい とき,ユーザー リスト 画面 を 表示 する 必要 が ある とき 。,0.5473557710647583,0.024808415001701823,0.3,0.28571428571428564,0.4456
F020,DisplayUserListScreen,action,ユーザーリストを先頭から順に走査し、各ユーザー情報を番号付きで表示する,ユーザーリストを画面に表示する。,ユーザー リスト を 先頭 から 順に 走査 し 、 各 ユーザー 情報 を 番号 付き で 表示 する,ユーザー リスト を 画面 に 表示 する 。,0.3846377432346344,0.04952533158709242,0.3125,0.4166666666666667,0.3367
F020,DisplayUserListScreen,effect,ユーザーが現在登録されている全データを把握できる,ユーザーリストが画面に表示され、リストが空の場合はその旨が表示される。,ユーザー が 現在 登録 さ れ て いる 全 データ を 把握 できる,ユーザー リスト が 画面 に 表示 さ れ 、 リスト が 空 の 場合 は その 旨 が 表示 さ れる 。,0.40772944688796997,0.021847844937497602,0.3076923076923077,0.26666666666666666,0.3491
F020,DisplayUserListScreen,constraint,リストが空の場合は『List is empty!』と表示され、何も表示されない状態は避けられる,ユーザーリストがNULLでない場合、リスト内の全てのユーザーが表示される。,リスト が 空 の 場合 は 『 List   is   empty !』 と 表示 さ れ 、 何 も 表示 さ れ ない 状態 は 避け られる,ユーザー リスト が NULL で ない 場合 、 リスト 内 の 全て の ユーザー が 表示 さ れる 。,0.6531268358230591,0.022550844191522014,0.34782608695652173,0.4210526315789474,0.529
F021,DeleteUserScreen,trigger,ユーザーを削除するための画面が開かれたとき,ユーザーが削除画面でユーザーIDを入力する。,ユーザー を 削除 する ため の 画面 が 開か れ た とき,ユーザー が 削除 画面 で ユーザー ID を 入力 する 。,0.7640413641929626,0.02693861110235182,0.5,0.5454545454545454,0.6375
F021,DeleteUserScreen,action,指定されたIDのユーザーを検索して表示し、確認後に削除処理を実行する,入力されたIDに基づいてユーザーを検索し、見つかった場合は削除の確認を求める。,指定 さ れ た ID の ユーザー を 検索 し て 表示 し 、 確認 後 に 削除 処理 を 実行 する,入力 さ れ た ID に 基づい て ユーザー を 検索 し 、 見つかっ た 場合 は 削除 の 確認 を 求める 。,0.8767870664596558,0.250737833894674,0.7,0.6829268292682926,0.7788
F021,DeleteUserScreen,effect,ユーザーが一覧から削除され、メモリも解放される,ユーザーが削除を確認すると、指定されたIDのユーザーがリストから削除される。,ユーザー が 一覧 から 削除 さ れ 、 メモリ も 解放 さ れる,ユーザー が 削除 を 確認 する と 、 指定 さ れ た ID の ユーザー が リスト から 削除 さ れる 。,0.7516388893127441,0.07115357663602324,0.6666666666666666,0.5333333333333333,0.6666
F021,DeleteUserScreen,constraint,削除は確認プロンプト(y/n)によってのみ実行され、対象が存在しない場合は警告が表示される,ユーザーIDは0から9999の範囲でなければならない。,削除 は 確認 プロンプト ( y / n ) によって のみ 実行 さ れ 、 対象 が 存在 し ない 場合 は 警告 が 表示 さ れる,ユーザー ID は 0 から 9999 の 範囲 で なけれ ば なら ない 。,0.47669851779937744,0.006711548325952655,0.08333333333333333,0.10526315789473685,0.351
F022,UserManagementMenu,trigger,ユーザー管理メニューを開いたとき,ユーザーがユーザーマネジメントメニューを開くとき。,ユーザー 管理 メニュー を 開い た とき,ユーザー が ユーザーマネジメントメニュー を 開く とき 。,0.7936751842498779,0.043472087194499145,0.42857142857142855,0.42857142857142855,0.6456
F022,UserManagementMenu,action,ユーザーの追加・検索・表示・削除のいずれかを選択し、該当する画面遷移処理を実行する,ユーザーに1から6の選択肢を提示し、選択に応じた操作を実行する。,ユーザー の 追加 ・ 検索 ・ 表示 ・ 削除 の いずれ か を 選択 し 、 該当 する 画面 遷移 処理 を 実行 する,ユーザー に 1 から 6 の 選択肢 を 提示 し 、 選択 に 応じ た 操作 を 実行 する 。,0.7933558225631714,0.05683368146761054,0.42105263157894735,0.43243243243243246,0.6452
F022,UserManagementMenu,effect,ユーザーに関する各種操作を統合的に実行できるインターフェースが提供される,ユーザーの選択に基づいて、新しいユーザーの追加、ユーザーの検索、ユーザーリストの表示、ユーザーの削除、またはメインメニューへの移行が行われる。,ユーザー に関する 各種 操作 を 統合 的 に 実行 できる インターフェース が 提供 さ れる,ユーザー の 選択 に 基づい て 、 新しい ユーザー の 追加 、 ユーザー の 検索 、 ユーザー リスト の 表示 、 ユーザー の 削除 、 または メイン メニュー へ の 移行 が 行わ れる 。,0.6131767630577087,0.007511251053510192,0.26666666666666666,0.21621621621621623,0.4833
F022,UserManagementMenu,constraint,選択肢は 1〜6 に限定され、無効な入力に対してはエラー表示と再入力が求められる,ユーザーの選択は1から6の整数でなければならず、選択が6でない限りメニューは繰り返し表示される。,選択肢 は   1 〜 6   に 限定 さ れ 、 無効 な 入力 に対して は エラー 表示 と 再 入力 が 求め られる,ユーザー の 選択 は 1 から 6 の 整数 で なけれ ば なら ず 、 選択 が 6 で ない 限り メニュー は 繰り返し 表示 さ れる 。,0.6463750600814819,0.011295714543953922,0.3181818181818182,0.31111111111111117,0.5172
F023,DisplayRoomCard,trigger,部屋情報を画面に表示する必要があるとき,DisplayRoomCard関数が呼び出されるとき。,部屋 情報 を 画面 に 表示 する 必要 が ある とき,DisplayRoomCard 関数 が 呼び出さ れる とき 。,0.47900810837745667,0.022182955195367136,0.18181818181818182,0.2222222222222222,0.3739
F023,DisplayRoomCard,action,指定された部屋構造体の内容(ID・名前・予約状況と日時)を整形して出力する,指定された部屋の情報をコンソールに出力する。,指定 さ れ た 部屋 構造 体 の 内容 ( ID ・ 名前 ・ 予約 状況 と 日時 ) を 整形 し て 出力 する,指定 さ れ た 部屋 の 情報 を コンソール に 出力 する 。,0.7753879427909851,0.14070981955278924,0.375,0.48648648648648646,0.6318
F023,DisplayRoomCard,effect,予約状況を含む部屋の詳細情報が視覚的にわかりやすく表示される,部屋のID、名前、予約状況、および予約されている場合はその詳細が表示される。,予約 状況 を 含む 部屋 の 詳細 情報 が 視覚 的 に わかり やすく 表示 さ れる,部屋 の ID 、 名前 、 予約 状況 、 および 予約 さ れ て いる 場合 は その 詳細 が 表示 さ れる 。,0.8160172700881958,0.0612957497932821,0.5294117647058824,0.48648648648648646,0.6832
F023,DisplayRoomCard,constraint,予約状態によって表示内容が分岐し、未予約時は日時情報を表示しない,部屋の情報はRoomPtr型のポインタを介して提供される必要がある。,予約 状態 によって 表示 内容 が 分岐 し 、 未 予約 時 は 日時 情報 を 表示 し ない,部屋 の 情報 は RoomPtr 型 の ポインタ を 介し て 提供 さ れる 必要 が ある 。,0.5870983004570007,0.014451214907061114,0.25,0.24242424242424243,0.4624
F024,ReadRoomInfo,trigger,新しい部屋の情報を入力する処理が呼び出されたとき,ユーザーが部屋情報の入力を求められたとき。,新しい 部屋 の 情報 を 入力 する 処理 が 呼び出さ れ た とき,ユーザー が 部屋 情報 の 入力 を 求め られ た とき 。,0.8074046969413757,0.04686808185675222,0.6153846153846154,0.64,0.6929
F024,ReadRoomInfo,action,部屋IDと名前を標準入力から取得し、予約状態を初期化して構造体に格納する,ユーザーが部屋のIDと名前を入力する。,部屋 ID と 名前 を 標準 入力 から 取得 し 、 予約 状態 を 初期 化 し て 構造 体 に 格納 する,ユーザー が 部屋 の ID と 名前 を 入力 する 。,0.6487520337104797,0.09064737429196654,0.3333333333333333,0.43749999999999994,0.5299
F024,ReadRoomInfo,effect,新しい部屋情報が正しく初期化された状態で生成される,入力された部屋のIDと名前がRoomInfoに格納され、予約状態が未予約に設定される。,新しい 部屋 情報 が 正しく 初期 化 さ れ た 状態 で 生成 さ れる,入力 さ れ た 部屋 の ID と 名前 が RoomInfo に 格納 さ れ 、 予約 状態 が 未 予約 に 設定 さ れる 。,0.7602756023406982,0.05085570764977474,0.5,0.4117647058823529,0.6373
F024,ReadRoomInfo,constraint,IDの入力値は0〜9999の範囲に限定され、予約状態は必ずfalseに初期化される,部屋のIDは0から9999の範囲でなければならない。,ID の 入力 値 は 0 〜 9999 の 範囲 に 限定 さ れ 、 予約 状態 は 必ず false に 初期 化 さ れる,部屋 の ID は 0 から 9999 の 範囲 で なけれ ば なら ない 。,0.5649458765983582,0.04593981011866282,0.2857142857142857,0.34285714285714286,0.4572
F025,SearchRoomByID,trigger,部屋IDを指定して検索したいとき,部屋のリストと検索したい部屋のIDが与えられたとき。,部屋 ID を 指定 し て 検索 し たい とき,部屋 の リスト と 検索 し たい 部屋 の ID が 与え られ た とき 。,0.7574891448020935,0.07239768078888709,0.6666666666666666,0.5217391304347826,0.6708
F025,SearchRoomByID,action,指定されたIDと一致する部屋を線形探索し、見つかればそのポインタを返す,部屋のリストを先頭から順に探索する。,指定 さ れ た ID と 一致 する 部屋 を 線形 探索 し 、 見つかれ ば その ポインタ を 返す,部屋 の リスト を 先頭 から 順に 探索 する 。,0.6731446981430054,0.0109802665226285,0.21052631578947367,0.27586206896551724,0.5144
F025,SearchRoomByID,effect,IDで特定された部屋情報にアクセスできるようになる,指定されたIDを持つ部屋が見つかった場合、その部屋のポインタを返す。,ID で 特定 さ れ た 部屋 情報 に アクセス できる よう に なる,指定 さ れ た ID を 持つ 部屋 が 見つかっ た 場合 、 その 部屋 の ポインタ を 返す 。,0.6861026883125305,0.05415315253510895,0.38461538461538464,0.33333333333333337,0.5626
F025,SearchRoomByID,constraint,一致するIDが存在しない場合はNULLを返し、探索は全件走査で行う,部屋のリストがNULLでないことを前提とする。,一致 する ID が 存在 し ない 場合 は NULL を 返し 、 探索 は 全 件 走査 で 行う,部屋 の リスト が NULL で ない こと を 前提 と する 。,0.5307607650756836,0.014192457972647145,0.3157894736842105,0.37499999999999994,0.4361
F026,AddNewRoom,trigger,新しい部屋を部屋リストに追加したいとき,新しい部屋を既存の部屋リストに追加する必要があるとき。,新しい 部屋 を 部屋 リスト に 追加 し たい とき,新しい 部屋 を 既存 の 部屋 リスト に 追加 する 必要 が ある とき 。,0.8715572953224182,0.2460137257692754,0.7777777777777778,0.6086956521739131,0.7902
F026,AddNewRoom,action,部屋リストが空ならそのまま新しい部屋を返し、そうでなければ末尾に接続して返す,新しい部屋を部屋リストの末尾に追加する。,部屋 リスト が 空 なら そのまま 新しい 部屋 を 返し 、 そう で なけれ ば 末尾 に 接続 し て 返す,新しい 部屋 を 部屋 リスト の 末尾 に 追加 する 。,0.8211165070533752,0.05524526321096912,0.3,0.4,0.6403
F026,AddNewRoom,effect,部屋リストが新しいノードを含んだ状態に更新される,部屋リストに新しい部屋が追加され、リストが更新される。,部屋 リスト が 新しい ノード を 含ん だ 状態 に 更新 さ れる,部屋 リスト に 新しい 部屋 が 追加 さ れ 、 リスト が 更新 さ れる 。,0.8862147331237793,0.0925159978069645,0.6153846153846154,0.64,0.7527
F026,AddNewRoom,constraint,NewRoom 構造体のポインタは事前にメモリ確保・初期化されている必要がある,部屋リストがNULLの場合、新しい部屋がリストの先頭として設定される。,NewRoom   構造 体 の ポインタ は 事前 に メモリ 確保 ・ 初期 化 さ れ て いる 必要 が ある,部屋 リスト が NULL の 場合 、 新しい 部屋 が リスト の 先頭 として 設定 さ れる 。,0.6476480960845947,0.012034130950069917,0.14285714285714285,0.17142857142857143,0.4831
F027,SearchRoomByName,trigger,部屋名で一致する部屋を検索したいとき,部屋名を指定して部屋を検索する要求があるとき。,部屋 名 で 一致 する 部屋 を 検索 し たい とき,部屋 名 を 指定 し て 部屋 を 検索 する 要求 が ある とき 。,0.8525015711784363,0.0925159978069645,0.7,0.608695652173913,0.746
F027,SearchRoomByName,action,全ての部屋リストを走査し、名前が一致する部屋を表示してフラグを立てる,指定された部屋名と一致する部屋をリストから探す。,全て の 部屋 リスト を 走査 し 、 名前 が 一致 する 部屋 を 表示 し て フラグ を 立てる,指定 さ れ た 部屋 名 と 一致 する 部屋 を リスト から 探す 。,0.7743995189666748,0.1304592341241804,0.3125,0.3333333333333333,0.6176
F027,SearchRoomByName,effect,指定名に一致する部屋が存在するかどうかをユーザーに通知できる,一致する部屋が見つかった場合、その部屋の情報を表示し、存在フラグを真に設定する。,指定 名 に 一致 する 部屋 が 存在 する か どう か を ユーザー に 通知 できる,一致 する 部屋 が 見つかっ た 場合 、 その 部屋 の 情報 を 表示 し 、 存在 フラグ を 真に 設定 する 。,0.795922040939331,0.11856660123276004,0.42857142857142855,0.36363636363636365,0.6547
F027,SearchRoomByName,constraint,一致する複数の部屋があればすべて表示され、フラグは一度でも一致すればtrueになる,部屋リストがNULLでないこと。,一致 する 複数 の 部屋 が あれ ば すべて 表示 さ れ 、 フラグ は 一 度 でも 一致 すれ ば true に なる,部屋 リスト が NULL で ない こと 。,0.6641172766685486,0.004470346785554713,0.09090909090909091,0.13333333333333333,0.4835
F028,DeleteRoomByID,trigger,指定されたIDの部屋をリストから削除する必要があるとき,指定されたIDを持つ部屋を削除する必要があるとき。,指定 さ れ た ID の 部屋 を リスト から 削除 する 必要 が ある とき,指定 さ れ た ID を 持つ 部屋 を 削除 する 必要 が ある とき 。,0.9485501050949097,0.5681096832337497,0.8125,0.8387096774193549,0.8833
F028,DeleteRoomByID,action,部屋リストを走査し、該当するIDのノードを削除してリスト構造を更新する,部屋のリストを順にチェックし、指定されたIDを持つ部屋を見つける。,部屋 リスト を 走査 し 、 該当 する ID の ノード を 削除 し て リスト 構造 を 更新 する,部屋 の リスト を 順に チェック し 、 指定 さ れ た ID を 持つ 部屋 を 見つける 。,0.6518083214759827,0.03538439459063078,0.4666666666666667,0.45161290322580644,0.5531
F028,DeleteRoomByID,effect,該当の部屋がリストから安全に取り除かれ、リスト構造が維持される,指定されたIDを持つ部屋がリストから削除され、メモリが解放される。,該当 の 部屋 が リスト から 安全 に 取り除か れ 、 リスト 構造 が 維持 さ れる,指定 さ れ た ID を 持つ 部屋 が リスト から 削除 さ れ 、 メモリ が 解放 さ れる 。,0.7266667485237122,0.1582128588834926,0.5333333333333333,0.5,0.6312
F028,DeleteRoomByID,constraint,対象が先頭ノードか中間ノードかで処理を分岐し、見つからない場合は何もしない,指定されたIDを持つ部屋がリストに存在しない場合、何も削除されない。,対象 が 先頭 ノード か 中間 ノード か で 処理 を 分岐 し 、 見つから ない 場合 は 何 も し ない,指定 さ れ た ID を 持つ 部屋 が リスト に 存在 し ない 場合 、 何 も 削除 さ れ ない 。,0.4163739085197449,0.033573064840973235,0.4444444444444444,0.4210526315789474,0.3837
F029,AddNewRoomScreen,trigger,ユーザーが新しい部屋の追加画面を開いたとき,ユーザーが新しい部屋を追加しようとする。,ユーザー が 新しい 部屋 の 追加 画面 を 開い た とき,ユーザー が 新しい 部屋 を 追加 しよ う と する 。,0.9072011709213257,0.2596535889340338,0.5454545454545454,0.5454545454545454,0.7701
F029,AddNewRoomScreen,action,部屋情報を入力させ、重複IDがなければ部屋リストに追加し、結果を表示する,新しい部屋の情報を読み込み、既存の部屋リストに追加する。,部屋 情報 を 入力 さ せ 、 重複 ID が なけれ ば 部屋 リスト に 追加 し 、 結果 を 表示 する,新しい 部屋 の 情報 を 読み込み 、 既存 の 部屋 リスト に 追加 する 。,0.6956928372383118,0.13577705750334457,0.42105263157894735,0.5,0.5848
F029,AddNewRoomScreen,effect,新しい部屋が部屋リストに正しく追加される(または重複エラーが通知される),新しい部屋がリストに追加されるか、既に存在する場合は追加されない。,新しい 部屋 が 部屋 リスト に 正しく 追加 さ れる ( または 重複 エラー が 通知 さ れる ),新しい 部屋 が リスト に 追加 さ れる か 、 既に 存在 する 場合 は 追加 さ れ ない 。,0.6985870003700256,0.09379601158083607,0.5333333333333333,0.4848484848484848,0.6051
F029,AddNewRoomScreen,constraint,部屋IDの重複を事前にチェックし、既存IDがある場合は追加を行わない,追加する部屋のIDが既存の部屋リストに存在しないこと。,部屋 ID の 重複 を 事前 に チェック し 、 既存 ID が ある 場合 は 追加 を 行わ ない,追加 する 部屋 の ID が 既存 の 部屋 リスト に 存在 し ない こと 。,0.6895822882652283,0.029506408416590277,0.5,0.5625000000000001,0.5857
F030,SearchRoomByNameScreen,trigger,ユーザーが部屋名での検索画面を操作したとき,ユーザーが部屋の名前を入力する。,ユーザー が 部屋 名 で の 検索 画面 を 操作 し た とき,ユーザー が 部屋 の 名前 を 入力 する 。,0.6761762499809265,0.0864638926009796,0.38461538461538464,0.4545454545454546,0.5589
F030,SearchRoomByNameScreen,action,部屋名を入力させ、該当する部屋を検索・表示し、見つからなければ通知する,入力された名前で部屋を検索する。,部屋 名 を 入力 さ せ 、 該当 する 部屋 を 検索 ・ 表示 し 、 見つから なけれ ば 通知 する,入力 さ れ た 名前 で 部屋 を 検索 する 。,0.8299860954284668,0.049467921792876735,0.35294117647058826,0.42857142857142855,0.6565
F030,SearchRoomByNameScreen,effect,ユーザーが特定の名前の部屋が存在するかを確認できる,部屋が見つからない場合、'Room not Found!'と表示される。,ユーザー が 特定 の 名前 の 部屋 が 存在 する か を 確認 できる,部屋 が 見つから ない 場合 、 ' Room   not   Found !' と 表示 さ れる 。,0.5133019089698792,0.02284411468856457,0.16666666666666666,0.13793103448275862,0.3949
F030,SearchRoomByNameScreen,constraint,入力された部屋名が完全一致しなければ一致と判定されない,部屋の名前は最大文字数がMAX_STRING_SIZEである。,入力 さ れ た 部屋 名 が 完全 一致 し なけれ ば 一致 と 判定 さ れ ない,部屋 の 名前 は 最大 文字数 が MAX _ STRING _ SIZE で ある 。,0.678114116191864,0.012869528300966795,0.13333333333333333,0.1379310344827586,0.5026
F031,SearchRoomByIDScreen,trigger,ユーザーが部屋IDを使って部屋情報を調べたいとき,ユーザーが部屋のIDを検索するための画面を開く。,ユーザー が 部屋 ID を 使っ て 部屋 情報 を 調べ たい とき,ユーザー が 部屋 の ID を 検索 する ため の 画面 を 開く 。,0.6019955277442932,0.09303723531853667,0.45454545454545453,0.43478260869565216,0.5216
F031,SearchRoomByIDScreen,action,IDを入力させ、該当する部屋を検索し、情報を表示する,ユーザーが0から9999の範囲で部屋のIDを入力する。,ID を 入力 さ せ 、 該当 する 部屋 を 検索 し 、 情報 を 表示 する,ユーザー が 0 から 9999 の 範囲 で 部屋 の ID を 入力 する 。,0.7192411422729492,0.06505161691581002,0.38461538461538464,0.3703703703703704,0.5869
F031,SearchRoomByIDScreen,effect,部屋の存在有無が確認でき、あればその詳細が表示される,入力されたIDに対応する部屋が見つかればその情報を表示し、見つからなければ見つからない旨を表示する。,部屋 の 存在 有無 が 確認 でき 、 あれ ば その 詳細 が 表示 さ れる,入力 さ れ た ID に 対応 する 部屋 が 見つかれ ば その 情報 を 表示 し 、 見つから なけれ ば 見つから ない 旨 を 表示 する 。,0.7486885786056519,0.019427446513842185,0.4666666666666667,0.3684210526315789,0.6194
F031,SearchRoomByIDScreen,constraint,IDは0~9999の範囲で入力させ、不正なIDや存在しないIDはエラーメッセージを出す,入力されるIDは0から9999の範囲内でなければならない。,ID は 0 ~ 9999 の 範囲 で 入力 さ せ 、 不正 な ID や 存在 し ない ID は エラーメッセージ を 出す,入力 さ れる ID は 0 から 9999 の 範囲 内 で なけれ ば なら ない 。,0.74515300989151,0.07620365649918419,0.47619047619047616,0.5263157894736842,0.6245
F032,DisplayRoomListScreen,trigger,ユーザーが登録されているすべての部屋を確認したいとき,DisplayRoomListScreen関数が呼び出される。,ユーザー が 登録 さ れ て いる すべて の 部屋 を 確認 し たい とき,DisplayRoomListScreen 関数 が 呼び出さ れる 。,0.5073499083518982,0.009109250643152446,0.06666666666666667,0.09523809523809522,0.3694
F032,DisplayRoomListScreen,action,部屋リストを走査して全ての部屋情報を順に表示する,部屋のリストを画面に表示する。,部屋 リスト を 走査 し て 全て の 部屋 情報 を 順に 表示 する,部屋 の リスト を 画面 に 表示 する 。,0.41942089796066284,0.04553812581327651,0.5,0.5714285714285715,0.3981
F032,DisplayRoomListScreen,effect,部屋一覧が画面上に分かりやすく表示され、存在しない場合は空リストであることが示される,部屋のリストが空の場合は「List is empty!」と表示され、そうでない場合は各部屋の情報が順番に表示される。,部屋 一覧 が 画面 上 に 分かり やすく 表示 さ れ 、 存在 し ない 場合 は 空 リスト で ある こと が 示さ れる,部屋 の リスト が 空 の 場合 は 「 List   is   empty !」 と 表示 さ れ 、 そう で ない 場合 は 各 部屋 の 情報 が 順番 に 表示 さ れる 。,0.6870852708816528,0.11231940108313075,0.5833333333333334,0.5490196078431373,0.6089
F032,DisplayRoomListScreen,constraint,部屋が1つも存在しない場合はエラーメッセージを表示し、ループ処理で順次表示する,部屋のリストがNULLでない場合、リストの終端まで各部屋の情報を表示する。,部屋 が 1 つも 存在 し ない 場合 は エラーメッセージ を 表示 し 、 ループ 処理 で 順次 表示 する,部屋 の リスト が NULL で ない 場合 、 リスト の 終端 まで 各 部屋 の 情報 を 表示 する 。,0.7837712168693542,0.03702730401700487,0.5,0.5142857142857143,0.6523
F033,DeleteRoomScreen,trigger,ユーザーが特定の部屋を削除したいとき,ユーザーが部屋の削除を選択したときに関数が呼び出される。,ユーザー が 特定 の 部屋 を 削除 し たい とき,ユーザー が 部屋 の 削除 を 選択 し た とき に 関数 が 呼び出さ れる 。,0.7649454474449158,0.036787632499277766,0.8,0.64,0.6991
F033,DeleteRoomScreen,action,部屋IDを入力させ、確認後にその部屋をリストから削除する,ユーザーに部屋のIDを入力させ、そのIDに基づいて部屋を検索し、削除の確認を求める。,部屋 ID を 入力 さ せ 、 確認 後 に その 部屋 を リスト から 削除 する,ユーザー に 部屋 の ID を 入力 さ せ 、 その ID に 基づい て 部屋 を 検索 し 、 削除 の 確認 を 求める 。,0.8288027048110962,0.22599865452149248,0.7333333333333333,0.6470588235294117,0.7494
F033,DeleteRoomScreen,effect,対象の部屋が削除され、削除結果がユーザーに通知される,指定されたIDの部屋がリストから削除され、削除成功のメッセージが表示される。,対象 の 部屋 が 削除 さ れ 、 削除 結果 が ユーザー に 通知 さ れる,指定 さ れ た ID の 部屋 が リスト から 削除 さ れ 、 削除 成功 の メッセージ が 表示 さ れる 。,0.7061905264854431,0.23203058032469892,0.6153846153846154,0.5333333333333333,0.6406
F033,DeleteRoomScreen,constraint,IDは事前に存在確認し、削除前にユーザーに確認を求める,削除は、ユーザーが削除を確認し、かつ指定されたIDの部屋が存在する場合にのみ実行される。,ID は 事前 に 存在 確認 し 、 削除 前 に ユーザー に 確認 を 求める,削除 は 、 ユーザー が 削除 を 確認 し 、 かつ 指定 さ れ た ID の 部屋 が 存在 する 場合 に のみ 実行 さ れる 。,0.7255631685256958,0.044915755686574035,0.7692307692307693,0.5405405405405406,0.6662
F034,CheckRoomAvailabilityScreen,trigger,ユーザーが部屋の空き状況を確認したいとき,ユーザーが部屋の空き状況を確認したいときにこの関数が呼び出される。,ユーザー が 部屋 の 空き 状況 を 確認 し たい とき,ユーザー が 部屋 の 空き 状況 を 確認 し たい とき に この 関数 が 呼び出さ れる 。,0.8871731162071228,0.573057404379869,1.0,0.7857142857142858,0.8783
F034,CheckRoomAvailabilityScreen,action,部屋名または部屋IDを使って検索手段を選ばせ、該当する部屋情報を表示する,ユーザーに部屋を名前またはIDで検索する方法を選ばせる。,部屋 名 または 部屋 ID を 使っ て 検索 手段 を 選ば せ 、 該当 する 部屋 情報 を 表示 する,ユーザー に 部屋 を 名前 または ID で 検索 する 方法 を 選ば せる 。,0.6848713755607605,0.026498343812916388,0.4375,0.4666666666666667,0.5696
F034,CheckRoomAvailabilityScreen,effect,部屋が予約されているかどうかをユーザーが確認できる,選択に応じて、部屋を名前またはIDで検索する別の画面が表示される。,部屋 が 予約 さ れ て いる か どう か を ユーザー が 確認 できる,選択 に 応じ て 、 部屋 を 名前 または ID で 検索 する 別 の 画面 が 表示 さ れる 。,0.6234203577041626,0.013659149296955463,0.38461538461538464,0.2941176470588235,0.5147
F034,CheckRoomAvailabilityScreen,constraint,選択肢は1(部屋名)または2(ID)に限定し、その他は無効とする,ユーザーの選択は1または2の整数でなければならない。,選択肢 は 1 ( 部屋 名 ) または 2 ( ID ) に 限定 し 、 その他 は 無効 と する,ユーザー の 選択 は 1 または 2 の 整数 で なけれ ば なら ない 。,0.6207407712936401,0.026498343812916388,0.2222222222222222,0.25,0.4816
F035,RoomManagementMenu,trigger,ユーザーが『Room Management Menu』を選択したとき,ユーザーが部屋管理メニューを開くとき。,ユーザー が 『 Room   Management   Menu 』 を 選択 し た とき,ユーザー が 部屋 管理 メニュー を 開く とき 。,0.633967936038971,0.03460149305061944,0.3076923076923077,0.3636363636363637,0.5088
